From	To
Q8N5Z0	AADAT
Q7Z6J0	SH3RF1
Q9H5F2	CFAP68
Q7Z6L0	PRRT2
Q96NT5	SLC46A1
A6NKF2	ARID3C
Q8IY47	KBTBD2
Q9P2D3	HEATR5B
P00797	REN
Q9UBP5	HEY2
Q9GZV8	PRDM14
O94986	CEP152
Q12864	CDH17
Q9UJS0	SLC25A13
Q9UHB6	LIMA1
O00626	CCL22
Q9UNP4	ST3GAL5
Q9H4A6	GOLPH3
P10415	BCL2
Q05932	FPGS
P56378	ATP5MJ
P09417	QDPR
Q86WR0	CCDC25
A6NNL5	C15orf61
A5PL33	KRBA1
P48594	SERPINB4
Q9UHC7	MKRN1
Q9BW66	CINP
Q9P2W3	GNG13
Q9P2E9	RRBP1
Q9H4G0	EPB41L1
Q3KRA9	ALKBH6
Q9Y3P9	RABGAP1
P54727	RAD23B
P55265	ADAR
Q13098	GPS1
Q8IZP7	HS6ST3
P19404	NDUFV2
Q13461	FOXE3
Q5I7T1	ALG10B
Q8TD86	CALML6
O15529	GPR42
Q9P2Y5	UVRAG
Q9NZM6	PKD2L2
P49703	ARL4D
Q9Y6R0	NUMBL
O95551	TDP2
Q9GZN1	ACTR6
Q86Y28	BAGE4
Q8TBJ4	PLPPR1
Q96KK5	H2AC12
Q07866	KLC1
Q15008	PSMD6
O94805	ACTL6B
O43299	AP5Z1
P02787	TF
Q502W7	CCDC38
Q9NTJ4	MAN2C1
Q9BQW3	EBF4
Q9Y2E6	DTX4
Q8TAF7	ZNF461
P01911	HLA-DRB1
Q8NFT8	DNER
P35556	FBN2
Q9C005	DPY30
Q9UKN8	GTF3C4
Q0D2K2	KLHL30
Q9P281	BAHCC1
Q6IEG0	SNRNP48
Q16181	SEPTIN7
Q8IZD6	SLC22A15
P22914	CRYGS
Q86VZ6	JAZF1
Q6YHK3	CD109
Q8IYP2	PRSS58
Q96LU7	MYRFL
Q9NWR8	MCUB
Q99748	NRTN
Q9ULM3	YEATS2
Q13123	IK
O95568	METTL18
O94933	SLITRK3
Q96LC9	BMF
Q96LJ8	UBXN10
Q96MX6	DNAAF10
Q15436	SEC23A
Q9H0W9	C11orf54
Q9BRG1	VPS25
Q9UBG0	MRC2
Q86T24	ZBTB33
Q13023	AKAP6
Q04206	RELA
Q8N653	LZTR1
Q96FN5	KIF12
O94856	NFASC
P57057	SLC37A1
Q9BYV9	BACH2
Q8IYX4	DND1
O95487	SEC24B
Q9NPQ8	RIC8A
Q96RG2	PASK
Q6UVY6	MOXD1
Q9GZT3	SLIRP
Q8WVV4	POF1B
O00631	SLN
Q9BZQ6	EDEM3
A2PYH4	HFM1
Q8N5S1	SLC25A41
Q9UL63	MKLN1
P32248	CCR7
Q14451	GRB7
Q8NCG7	DAGLB
Q96S53	TESK2
O43900	PRICKLE3
Q92543	SNX19
O15264	MAPK13
Q9BPW9	DHRS9
P12314	FCGR1A
P39656	DDOST
Q16515	ASIC2
O00499	BIN1
Q9NXH9	TRMT1
O95466	FMNL1
Q15653	NFKBIB
P50148	GNAQ
P46663	BDKRB1
P40692	MLH1
Q9BZZ2	SIGLEC1
P16930	FAH
Q14990	ODF1
Q06609	RAD51
P59901	LILRA4
Q9GZQ3	COMMD5
P08842	STS
P23510	TNFSF4
P30954	OR10J1
P08686	CYP21A2
Q8IV08	PLD3
Q969M7	UBE2F
Q8N5G0	SMIM20
P69905	HBA1
P69905	HBA2
A8K0Z3	WASHC1
P0C221	CCDC175
P50549	ETV1
Q9ULR3	PPM1H
Q6L8Q7	PDE12
Q8IXL9	IQCF2
Q969R5	L3MBTL2
Q8IV61	RASGRP3
P61296	HAND2
Q8TD94	KLF14
Q9C056	NKX6-2
Q02325	PLGLB1
Q02325	PLGLB2
P07197	NEFM
P22760	AADAC
Q8WXA8	HTR3C
Q07092	COL16A1
Q96SB4	SRPK1
O75147	OBSL1
A6NK97	SLC22A20P
O95433	AHSA1
Q7Z6M2	FBXO33
Q96PZ7	CSMD1
Q9UKQ9	KLK9
Q12774	ARHGEF5
P41134	ID1
P25054	APC
P21549	AGXT
Q15465	SHH
Q9Y597	KCTD3
Q9NZH0	GPRC5B
Q8WXD0	RXFP2
Q96EB6	SIRT1
Q8N8B7	TCEANC
Q5VTQ0	TTC39B
Q14678	KANK1
O75095	MEGF6
Q9BRA0	NAA38
Q8NDZ2	SIMC1
P00390	GSR
P22090	RPS4Y1
Q9BRN9	TM2D3
P60602	ROMO1
P0CG35	TMSB15B
Q504Y2	PKDCC
O95125	ZNF202
Q96PM9	ZNF385A
Q9UBD3	XCL2
P41221	WNT5A
Q6UXI7	VIT
Q96QS1	TSPAN32
Q92665	MRPS31
A1L453	PRSS38
P16083	NQO2
Q86WA6	BPHL
Q9UN30	SCML1
Q12872	SFSWAP
Q14392	LRRC32
Q8WTT2	NOC3L
Q99689	FEZ1
Q9BZR6	RTN4R
Q5FYB0	ARSJ
O15165	LDLRAD4
Q03936	ZNF92
Q86VR7	VSIG10L
Q9P289	STK26
Q9C030	TRIM6
O60841	EIF5B
P04001	OPN1MW
O75635	SERPINB7
P03956	MMP1
O14905	WNT9B
Q96PX1	RNF157
Q8WUU8	TMEM174
O60688	YPEL1
Q8NER5	ACVR1C
O75153	CLUH
Q9NWM3	CUEDC1
P49643	PRIM2
Q04695	KRT17
Q9GZU3	TMEM39B
Q13449	LSAMP
Q9NS75	CYSLTR2
O15013	ARHGEF10
P13667	PDIA4
P04279	SEMG1
P51160	PDE6C
Q9BTZ2	DHRS4
Q96E14	RMI2
Q8IV50	LYSMD2
O75394	MRPL33
Q13790	APOF
Q6NSW7	NANOGP8
O15527	OGG1
Q96JZ2	HSH2D
Q9Y6R9	CCDC61
P18827	SDC1
Q86Z23	C1QL4
O43301	HSPA12A
Q5T2D2	TREML2
Q9NR22	PRMT8
P22732	SLC2A5
Q9UBU2	DKK2
Q719I0	AHSA2P
P56645	PER3
Q9NVD3	SETD4
Q8NDX6	ZNF740
Q1AE95	TMEM183BP
Q9BZD6	PRRG4
Q96CJ1	EAF2
P16402	H1-3
O75400	PRPF40A
Q66PJ3	ARL6IP4
Q96DB2	HDAC11
Q6P1N9	TATDN1
P0DPK2	H3Y1
C4AMC7	WASH3P
P32745	SSTR3
Q9BT81	SOX7
Q96JN2	CCDC136
Q8WXA9	SREK1
P29353	SHC1
Q7Z4H9	FAM220A
Q8NB90	SPATA5
O00213	APBB1
Q7KZN9	COX15
Q9H840	GEMIN7
Q9H0H3	KLHL25
O95972	BMP15
Q9H5Z6	FAM124B
Q9ULQ0	STRIP2
O95359	TACC2
Q96Q77	CIB3
Q8IW92	GLB1L2
Q9H8S9	MOB1A
Q9Y624	F11R
Q9ULZ3	PYCARD
P01009	SERPINA1
Q8TBC3	SHKBP1
Q8N6P7	IL22RA1
Q9P260	RELCH
Q9Y664	KPTN
Q8NI22	MCFD2
Q9BUE0	MED18
Q9NNW7	TXNRD2
O00233	PSMD9
A0A0J9YXY3	TRBV6-2
Q9Y3A0	COQ4
Q6ZVK1	TMEM179
Q8N201	INTS1
P17900	GM2A
O75398	DEAF1
P24844	MYL9
P15923	TCF3
P25929	NPY1R
P51991	HNRNPA3
Q5SXH7	PLEKHS1
Q7Z443	PKD1L3
Q9NYZ4	SIGLEC8
Q11128	FUT5
Q92831	KAT2B
Q5T8I9	HENMT1
P62753	RPS6
P60985	KRTDAP
Q96MW1	CCDC43
Q12887	COX10
Q9UP79	ADAMTS8
Q96NU0	CNTNAP3B
O43184	ADAM12
Q9UQB9	AURKC
Q6P1Q9	METTL2B
Q6ZRI0	OTOG
Q5TGZ0	MICOS10
Q9Y692	GMEB1
Q2M1K9	ZNF423
O75880	SCO1
Q8N7X4	MAGEB6
P09544	WNT2
Q13936	CACNA1C
Q9NVA1	UQCC1
Q8WV74	NUDT8
P09914	IFIT1
Q9BSL1	UBAC1
Q15878	CACNA1E
P10070	GLI2
Q9NVX2	NLE1
P35237	SERPINB6
P11586	MTHFD1
P40259	CD79B
Q9H814	PHAX
P06401	PGR
P04632	CAPNS1
P08311	CTSG
P27348	YWHAQ
P09093	CELA3A
Q9NUX5	POT1
Q8NBS3	SLC4A11
P15531	NME1
P82979	SARNP
Q5SRE7	PHYHD1
Q9UPQ9	TNRC6B
Q13905	RAPGEF1
Q8NI99	ANGPTL6
P51172	SCNN1D
Q86Y38	XYLT1
Q5HY92	FIGN
P00167	CYB5A
O75356	ENTPD5
P01222	TSHB
Q9BWX1	PHF7
P05093	CYP17A1
O60663	LMX1B
Q8N945	PRELID2
Q15642	TRIP10
Q709C8	VPS13C
P15036	ETS2
Q70IA8	MOB3C
Q9BTM1	H2AJ
Q9NS28	RGS18
Q9Y2Q1	ZNF257
P11277	SPTB
Q6P1M3	LLGL2
Q92922	SMARCC1
Q14CX7	NAA25
O75594	PGLYRP1
Q96HE7	ERO1A
Q9H0I3	CCDC113
Q16880	UGT8
O15460	P4HA2
Q9NS15	LTBP3
Q5H9U9	DDX60L
Q9UBM8	MGAT4C
P20366	TAC1
P58658	EVA1C
Q6FHJ7	SFRP4
P49768	PSEN1
P24001	IL32
Q9UJX0	OSGIN1
O43617	TRAPPC3
Q6ZSM3	SLC16A12
O94864	SUPT7L
Q8NAF0	ZNF579
O60477	BRINP1
Q9UHW9	SLC12A6
P48552	NRIP1
Q9UM01	SLC7A7
Q5JZY3	EPHA10
Q96ST2	IWS1
Q6ZS81	WDFY4
Q9UK22	FBXO2
Q68CJ6	NUGGC
Q9ULR5	PAIP2B
Q8TB22	SPATA20
Q96KM6	ZNF512B
Q9UHQ4	BCAP29
Q6B9Z1	IGFL4
Q5SW96	LDLRAP1
Q5S007	LRRK2
Q9NRW7	VPS45
Q9BTX3	TMEM208
Q9P0J6	MRPL36
Q96GS4	BORCS6
P33176	KIF5B
Q14D33	RTP5
Q9NXF8	ZDHHC7
Q9UJJ9	GNPTG
Q9NPG1	FZD3
Q16619	CTF1
Q5T6S3	PHF19
P46934	NEDD4
P01880	IGHD
Q7L590	MCM10
Q9HBH1	PDF
Q14314	FGL2
Q2KHT3	CLEC16A
Q6DN72	FCRL6
O00515	LAD1
Q96C55	ZNF524
Q9HB75	PIDD1
P09471	GNAO1
Q8NEM7	SUPT20H
O76002	OR2J2
Q99571	P2RX4
O60508	CDC40
P18846	ATF1
Q8TB45	DEPTOR
P60006	ANAPC15
O76038	SCGN
O95467	GNAS
Q9H467	CUEDC2
P56559	ARL4C
Q8TC92	ENOX1
Q9UPN9	TRIM33
Q9BTL3	RAMAC
O95436	SLC34A2
Q9UIF7	MUTYH
Q9BW83	IFT27
P58876	H2BC5
P53611	RABGGTB
Q06455	RUNX1T1
P61925	PKIA
Q96KS0	EGLN2
Q9NV72	ZNF701
Q96F85	CNRIP1
O14796	SH2D1B
Q14012	CAMK1
Q7Z6M3	MILR1
P67812	SEC11A
Q9Y6I7	WSB1
Q5T7B8	KIF24
P54136	RARS1
Q68DA7	FMN1
P55072	VCP
Q5VWK5	IL23R
Q07973	CYP24A1
P43626	KIR2DL1
Q14894	CRYM
Q8NGP0	OR4C13
Q9NY59	SMPD3
Q16654	PDK4
P0C7N1	OR8U8
Q5T4D3	TMTC4
Q9BV19	C1orf50
Q86UD4	ZNF329
Q99578	RIT2
Q9HAW4	CLSPN
P36578	RPL4
P15515	HTN1
Q9NV31	IMP3
Q10472	GALNT1
Q9H999	PANK3
Q8TEL6	TRPC4AP
Q9Y5W9	SNX11
Q8TBE3	FNDC9
Q92830	KAT2A
P10145	CXCL8
P03372	ESR1
Q05925	EN1
Q2M2Z5	KIZ
Q8IXZ2	ZC3H3
Q8WXG6	MADD
P29972	AQP1
Q5SYB0	FRMPD1
O15031	PLXNB2
Q8N2W9	PIAS4
Q8N8J6	ZNF615
Q5SSJ5	HP1BP3
P0DN87	CGB7
P14598	NCF1
Q3KQU3	MAP7D1
Q92748	THRSP
Q9NXJ0	MS4A12
Q96A56	TP53INP1
P18583	SON
Q9H2S9	IKZF4
Q9Y6A9	SPCS1
Q49A17	GALNTL6
Q9ULT0	TTC7A
O60519	CREBL2
Q8WVV9	HNRNPLL
O00541	PES1
P08922	ROS1
Q9BYT8	NLN
Q16795	NDUFA9
Q53EP0	FNDC3B
Q9ULK5	VANGL2
P42167	TMPO
O75955	FLOT1
Q5VTT2	CFAP95
O95838	GLP2R
Q8NI77	KIF18A
P19784	CSNK2A2
P17342	NPR3
Q6P4R8	NFRKB
Q969G9	NKD1
O75711	SCRG1
P52306	RAP1GDS1
Q5VZ18	SHE
Q96DT6	ATG4C
Q15022	SUZ12
O75864	PPP1R37
P28908	TNFRSF8
Q8NFQ6	BPIFC
A6NJB7	PRR19
Q96T91	GPHA2
O75899	GABBR2
Q9UKF5	ADAM29
Q15131	CDK10
O60499	STX10
Q13158	FADD
Q15596	NCOA2
Q9H0N0	RAB6C
Q9H0E7	USP44
Q96AJ1	CLUAP1
P01019	AGT
O43159	RRP8
P15421	GYPE
Q15722	LTB4R
Q9Y5S8	NOX1
A8K2U0	A2ML1
P18887	XRCC1
K9M1U5	IFNL4
Q99574	SERPINI1
P55073	DIO3
Q7Z4M0	REC114
Q8NHW3	MAFA
Q92667	AKAP1
Q9BYH8	NFKBIZ
Q96GX1	TCTN2
Q5W0B7	TMEM236
P78314	SH3BP2
Q8IW40	CCDC103
Q969X5	ERGIC1
Q969R2	OSBP2
O75832	PSMD10
Q9GZZ6	CHRNA10
Q16517	NNAT
O75077	ADAM23
O94973	AP2A2
Q9H3E2	SNX25
P08620	FGF4
Q9BQB6	VKORC1
Q8NFP0	PXT1
Q9Y519	TMEM184B
Q86SG3	DAZ4
P36268	GGT2P
Q495B1	ANKDD1A
O75056	SDC3
O15547	P2RX6
Q9BW11	MXD3
Q5W0V3	FHIP2A
Q96L96	ALPK3
Q9UKZ4	TENM1
O14495	PLPP3
Q08ET2	SIGLEC14
Q5JS37	NHLRC3
P59190	RAB15
P51553	IDH3G
Q02386	ZNF45
Q6W4X9	MUC6
O95149	SNUPN
Q8IUN9	CLEC10A
Q96BJ3	AIDA
O95661	DIRAS3
Q12948	FOXC1
P07311	ACYP1
Q9UBR4	LHX3
Q9BRQ0	PYGO2
Q8NEP3	DNAAF1
Q9UKQ2	ADAM28
O00566	MPHOSPH10
Q8TF32	ZNF431
Q96PY5	FMNL2
Q9UHA4	LAMTOR3
Q9H1A7	POLR2J3
P82251	SLC7A9
Q92966	SNAPC3
Q9UID6	ZNF639
Q8TB36	GDAP1
Q8N6L1	KRTCAP2
Q8NI37	PPTC7
P54922	ADPRH
Q7LFL8	CXXC5
Q9NVM1	EVA1B
Q8IYJ1	CPNE9
Q5JVL4	EFHC1
A1KXE4	FAM168B
Q5JW98	CALHM4
Q8TBB0	THAP6
Q03692	COL10A1
Q9Y2H1	STK38L
P52732	KIF11
P84077	ARF1
Q6UWM9	UGT2A3
Q9H2M9	RAB3GAP2
Q6ZVK8	NUDT18
Q6P1X5	TAF2
Q86XD8	ZFAND4
Q9NP70	AMBN
Q86TB9	PATL1
Q92544	TM9SF4
P41440	SLC19A1
Q9Y5Y4	PTGDR2
P51858	HDGF
Q9NRZ5	AGPAT4
Q9C0E2	XPO4
P09110	ACAA1
Q8TBE9	NANP
O94827	PLEKHG5
Q9UNH5	CDC14A
Q15723	ELF2
P62136	PPP1CA
P26045	PTPN3
Q96RT8	TUBGCP5
P14653	HOXB1
Q8NAX2	KDF1
P06730	EIF4E
P53999	SUB1
Q9P2J3	KLHL9
Q7Z6K1	THAP5
P23582	NPPC
Q9NVM9	INTS13
Q13571	LAPTM5
Q8WX93	PALLD
Q86VP6	CAND1
Q6UXN2	TREML4
Q9NWF4	SLC52A1
Q9UK28	TMEM59L
O43716	GATC
P12830	CDH1
Q8IW35	CEP97
Q16538	GPR162
P62502	LCN6
Q7Z4W1	DCXR
P35716	SOX11
Q9H4I3	TRABD
Q92733	PRCC
Q13474	DRP2
Q9HCK0	ZBTB26
P25963	NFKBIA
Q9H6Y2	WDR55
Q9BR11	ZSWIM1
Q9NRG0	CHRAC1
Q8IYM1	SEPTIN12
Q8WV28	BLNK
Q8NEZ5	FBXO22
Q9HC84	MUC5B
Q8WWM7	ATXN2L
Q16881	TXNRD1
Q9BQE4	SELENOS
Q11203	ST3GAL3
Q8N907	DAND5
P25098	GRK2
Q15011	HERPUD1
Q9NS23	RASSF1
A3KN83	SBNO1
Q9HC29	NOD2
Q99717	SMAD5
Q6ECI4	ZNF470
P57059	SIK1
O94829	IPO13
P33241	LSP1
Q9NP60	IL1RAPL2
Q5T2E6	ARMH3
O95201	ZNF205
Q5VZ19	TDRD10
Q99962	SH3GL2
Q86VS3	IQCH
Q9UBX7	KLK11
Q6ZXV5	TMTC3
Q9BVA0	KATNB1
P10144	GZMB
O76021	RSL1D1
Q9C098	DCLK3
Q9BV90	SNRNP25
Q8WZA0	LZIC
Q14C87	TMEM132D
Q13618	CUL3
Q7Z4L5	TTC21B
Q86X76	NIT1
P08237	PFKM
Q9HCP0	CSNK1G1
P48060	GLIPR1
Q8N8W4	PNPLA1
Q92482	AQP3
P43034	PAFAH1B1
O15522	NKX2-8
Q9NPP4	NLRC4
Q7Z3B4	NUP54
Q8NC67	NETO2
P05230	FGF1
P50281	MMP14
Q9UG63	ABCF2
P01286	GHRH
P08572	COL4A2
Q4G148	GXYLT1
Q8N413	SLC25A45
Q96GY3	LIN37
Q7L273	KCTD9
Q9UKP6	UTS2R
P35250	RFC2
B3EWG5	FAM25C
Q8N228	SCML4
Q8NBJ4	GOLM1
Q96E29	MTERF3
O15394	NCAM2
Q99797	MIPEP
Q9NV23	OLAH
P14920	DAO
Q9Y3D6	FIS1
P43007	SLC1A4
Q96BI1	SLC22A18
P61764	STXBP1
O95456	PSMG1
Q6ZV29	PNPLA7
Q99437	ATP6V0B
Q05D60	DEUP1
P43487	RANBP1
Q17RS7	GEN1
P17026	ZNF22
Q13057	COASY
P05543	SERPINA7
Q8N8E1	MAPKAPK5-AS1
O15553	MEFV
Q9BTX7	TTPAL
A0A2R8Y619	H2BK1
Q9P267	MBD5
Q9UPT6	MAPK8IP3
Q01629	IFITM2
Q9P0W0	IFNK
Q15831	STK11
Q9BVV8	FAM174C
P42127	ASIP
A6NJ78	METTL15
Q9H0A8	COMMD4
Q06055	ATP5MC2
P04731	MT1A
Q2M2W7	C17orf58
P53680	AP2S1
Q9NPH0	ACP6
Q9BXY4	RSPO3
P34897	SHMT2
P48741	HSPA7
Q8IYT8	ULK2
Q96MG8	PCMTD1
P98155	VLDLR
P86434	ADORA2A-AS1
Q9H9E3	COG4
Q5M9N0	CCDC158
Q5QP82	DCAF10
Q5W0U4	BSPRY
Q86YV9	HPS6
P85037	FOXK1
Q9BY32	ITPA
O94988	FAM13A
Q8NE01	CNNM3
Q04726	TLE3
Q12772	SREBF2
Q9H4W6	EBF3
Q96RS0	TGS1
Q9H8H0	NOL11
Q9NVS9	PNPO
Q6P656	CFAP161
Q9H3S7	PTPN23
Q8TE85	GRHL3
Q96HW7	INTS4
O60882	MMP20
Q9Y6D6	ARFGEF1
Q9UBX2	DUX4
Q8TBR5	CIRBP-AS1
Q16594	TAF9
P20774	OGN
Q9BRT2	UQCC2
Q8IXM6	NRM
P62899	RPL31
B7ZAP0	RABGAP1L
P09341	CXCL1
Q9NP58	ABCB6
Q6L9T8	FAM72D
Q9UH77	KLHL3
P25685	DNAJB1
Q6ZUU3	FOXL2NB
Q9NR71	ASAH2
Q9BYR8	KRTAP3-1
P33764	S100A3
Q02413	DSG1
Q9UGC7	MTRF1L
Q9BS34	ZNF670
Q9UNL2	SSR3
Q06330	RBPJ
Q9ULK2	ATXN7L1
Q8IZ63	PRR22
P12644	BMP4
Q9GZT9	EGLN1
P41146	OPRL1
Q9P2B7	CFAP97
Q9Y6B6	SAR1B
Q8IY22	CMIP
P41227	NAA10
P04155	TFF1
Q9P244	LRFN1
O60828	PQBP1
Q96EG3	ZNF837
Q5H9S7	DCAF17
Q6UWJ1	TMCO3
Q5JVF3	PCID2
Q8N441	FGFRL1
Q96SA4	SERINC2
Q5H9F3	BCORL1
P56177	DLX1
O75387	SLC43A1
P09067	HOXB5
O75146	HIP1R
A0FGR9	ESYT3
Q9HBF4	ZFYVE1
Q7L5A3	ATOSB
P28476	GABRR2
Q9NYK5	MRPL39
Q8NI28	RNF32-DT
P78317	RNF4
Q32P51	HNRNPA1L2
Q9Y5V0	ZNF706
E7EW31	PROB1
P29374	ARID4A
Q16655	MLANA
Q96I36	COX14
Q96S38	RPS6KC1
A6NMD2	GOLGA8J
O43361	ZNF749
P61328	FGF12
Q96IZ6	METTL2A
Q16566	CAMK4
Q8NC38	ZNF436-AS1
Q9H496	TOR1AIP2
Q9H0F5	RNF38
Q14289	PTK2B
Q6PHW0	IYD
Q8IVS2	MCAT
P09681	GIP
Q9GZU5	NYX
O60258	FGF17
P53667	LIMK1
O94855	SEC24D
Q6AZZ1	TRIM68
Q8IV03	LURAP1L
Q8IWB1	ITPRIP
P19622	EN2
P0C7I6	CCDC159
P17097	ZNF7
O75298	RTN2
Q3KR37	GRAMD1B
Q86WJ1	CHD1L
Q86XF7	ZNF575
Q9P2P1	NYNRIN
Q01970	PLCB3
Q9H7D7	WDR26
Q9BYW1	SLC2A11
Q6PK04	CCDC137
P37058	HSD17B3
Q6VVX0	CYP2R1
Q6NT76	HMBOX1
Q5BJD5	TMEM41B
P51795	CLCN5
Q13303	KCNAB2
Q9C0C2	TNKS1BP1
Q6V9R5	ZNF562
O15213	WDR46
Q9P2B2	PTGFRN
Q5HYK3	COQ5
P29558	RBMS1
Q3MIT2	PUS10
Q9NX94	WBP1L
Q86UF4	CCDC190
O00193	SMAP
O95259	KCNH1
O75116	ROCK2
Q86UA1	PRPF39
Q6ZR37	PLEKHG7
Q8TAS1	UHMK1
Q9BZW5	TM6SF1
Q92664	GTF3A
Q8NFV5	SPDYE1
Q6ZN11	ZNF793
Q9GZV4	EIF5A2
Q96DX5	ASB9
Q8N6C8	LILRA3
Q96NC0	ZMAT2
Q7Z6J8	UBE3D
Q9Y691	KCNMB2
Q9H2V7	SPNS1
Q6PCD5	RFWD3
O00560	SDCBP
P30825	SLC7A1
O14773	TPP1
Q5TEC6	H3-7
Q8N138	ORMDL3
Q6P3S1	DENND1B
Q96MC9	IKBKE-AS1
Q8TDM6	DLG5
Q96L34	MARK4
Q99697	PITX2
Q8N6T7	SIRT6
Q15485	FCN2
P36508	ZNF76
P60033	CD81
Q8NEA6	GLIS3
Q8IXT5	RBM12B
P47914	RPL29
Q14152	EIF3A
Q6UWU2	GLB1L
P55822	SH3BGR
Q8N5M9	JAGN1
Q8IZ21	PHACTR4
O95292	VAPB
Q9HD23	MRS2
Q96KJ9	COX4I2
A6NLI5	TRIM64C
Q6UB99	ANKRD11
O43772	SLC25A20
O75602	SPAG6
Q5DX21	IGSF11
P29401	TKT
Q9BV35	SLC25A23
Q9Y3B3	TMED7
P14060	HSD3B1
Q16384	SSX1
Q16352	INA
Q12830	BPTF
Q8TDF5	NETO1
Q8IWV7	UBR1
Q9P2E8	MARCHF4
Q00536	CDK16
Q99972	MYOC
Q16821	PPP1R3A
O00409	FOXN3
Q8NGJ9	OR51T1
Q5JSJ4	INTS6L
P31275	HOXC12
Q32MH5	ATOSA
Q14106	TOB2
P21741	MDK
Q92481	TFAP2B
P48739	PITPNB
Q16659	MAPK6
Q8IZ41	RASEF
P50539	MXI1
P16260	SLC25A16
Q9H063	MAF1
P18850	ATF6
Q68CZ1	RPGRIP1L
P01733	TRBV12-3
Q12805	EFEMP1
P31943	HNRNPH1
Q6B0B8	TIGD3
Q8ND90	PNMA1
Q13884	SNTB1
Q14849	STARD3
Q14494	NFE2L1
P19237	TNNI1
Q92988	DLX4
Q96G46	DUS3L
Q8WUN7	UBTD2
P46721	SLCO1A2
P61964	WDR5
Q8N695	SLC5A8
Q96D05	FAM241B
Q5C9Z4	NOM1
Q8WYB5	KAT6B
Q9UIA0	CYTH4
P50851	LRBA
P40197	GP5
Q86X67	NUDT13
Q14693	LPIN1
Q00403	GTF2B
Q9NWH2	TMEM242
Q93052	LPP
P61247	RPS3A
O00254	F2RL2
Q9HAF1	MEAF6
P08575	PTPRC
P83110	HTRA3
Q2TB90	HKDC1
Q9BZD2	SLC29A3
Q9Y6G9	DYNC1LI1
Q08357	SLC20A2
Q96TC7	RMDN3
Q12879	GRIN2A
Q8IZ40	RCOR2
P23025	XPA
P50607	TUB
P04275	VWF
O75185	ATP2C2
Q5T0T0	MARCHF8
Q8WU20	FRS2
Q9H5Q4	TFB2M
Q6W2J9	BCOR
Q1A5X6	IQCJ
Q9H9L7	AKIRIN1
Q9Y3E5	PTRH2
Q96B45	BORCS7
O95644	NFATC1
P13637	ATP1A3
Q9Y262	EIF3L
Q9UK45	LSM7
P08684	CYP3A4
Q9BQS8	FYCO1
Q96A59	MARVELD3
Q8NFX7	STXBP6
Q2YD98	UVSSA
Q14031	COL4A6
Q86SG4	HMGN2P46
Q7Z5H3	ARHGAP22
Q9Y2C2	UST
Q9NY33	DPP3
P46939	UTRN
Q712K3	UBE2R2
A6NHT5	HMX3
P62330	ARF6
Q5FBB7	SGO1
Q04756	HGFAC
O43719	HTATSF1
Q9NVA4	TMEM184C
P01817	IGHV2-5
Q8WUM0	NUP133
P11309	PIM1
Q8TDQ1	CD300LF
P10645	CHGA
P04085	PDGFA
O95072	REC8
A0A0B4J241	TRAV13-1
P04921	GYPC
Q15024	EXOSC7
Q9Y238	DLEC1
P16070	CD44
Q96NB1	CEP20
Q96RU8	TRIB1
P36969	GPX4
Q9Y5X4	NR2E3
P55039	DRG2
Q8IU80	TMPRSS6
Q9H1C3	GLT8D2
Q8TEB1	DCAF11
Q5SYE7	NHSL1
Q14721	KCNB1
P61421	ATP6V0D1
O43610	SPRY3
Q99496	RNF2
Q96J94	PIWIL1
Q69YN2	CWF19L1
Q5K131	CLLU1
P49588	AARS1
Q7Z2Z1	TICRR
Q6ZSZ6	TSHZ1
Q8NGQ5	OR9Q1
O75165	DNAJC13
Q9Y3B1	PRELID3B
Q9NWM0	SMOX
O14843	FFAR3
P23229	ITGA6
A6NFD8	HELT
O60840	CACNA1F
Q13216	ERCC8
P57768	SNX16
Q8TAW3	ZNF671
O00746	NME4
Q6P2H3	CEP85
Q9Y5H8	PCDHA3
Q14CZ8	HEPACAM
P63218	GNG5
O43166	SIPA1L1
Q9Y5X1	SNX9
Q6UVJ0	SASS6
Q96EA4	SPDL1
O75629	CREG1
P01860	IGHG3
Q6N075	MFSD5
P62306	SNRPF
P69849	NOMO3
Q6IQ23	PLEKHA7
Q13569	TDG
Q96RY5	CRAMP1
Q8N3Z3	GTPBP8
Q9BRG2	SH2D3A
Q9NSD9	FARSB
Q5JR12	PPM1J
O43474	KLF4
A4D1E9	GTPBP10
Q9BQE5	APOL2
Q9BXS6	NUSAP1
P61236	YPEL3
Q9UPM9	B9D1
P0CL80	GAGE12F
P12882	MYH1
P30990	NTS
P0C5K7	CT62
P01848	TRAC
P17481	HOXB8
Q9BZG8	DPH1
Q6ZSS7	MFSD6
P21817	RYR1
Q93070	ART4
Q9Y296	TRAPPC4
P17041	ZNF32
Q8WW27	APOBEC4
Q9HCM4	EPB41L5
O60906	SMPD2
Q14839	CHD4
Q86V21	AACS
Q6PCB6	ABHD17C
P56178	DLX5
Q9NR64	KLHL1
Q969Y0	NXPE3
Q9HCK1	ZDBF2
Q99549	MPHOSPH8
Q13822	ENPP2
Q9Y3X0	CCDC9
Q86TL0	ATG4D
Q9NRJ4	TULP4
O14529	CUX2
Q6PCE3	PGM2L1
Q8NDI1	EHBP1
A2A288	ZC3H12D
P78410	BTN3A2
Q6NZ67	MZT2B
P04053	DNTT
I1YAP6	TRIM77
Q9BVC6	TMEM109
O14746	TERT
